"id","sked_id","week_name","week_short","week_id","game_num","game_date","date_tbd","time_tbd","game_status","away_team","away_initial","away_score1","away_score2","away_score3","away_score4","away_scoreOT","away_id","home_team","home_initial","home_score1","home_score2","home_score3","home_score4","home_scoreOT","home_id","attendance","sold_out","is_visible","culture","temp","desc","icon"
22235,12753,"Week 12","12",16,"NULL","2014-09-13 19:00:00",0,0,"Final","Toronto","tor","15","14","3","1","NULL",7,"Calgary","cgy","3","7","15","15","NULL",2,"28607",0,1,"en","10.0944444444444","Partly Cloudy","partly-cloudy-day"
22237,12755,"Week 12","12",16,"NULL","2014-09-13 22:00:00",0,0,"Final","Winnipeg","wpg","3","0","3","3","NULL",5,"BC","bc","3","12","1","10","NULL",1,"27754",0,1,"en","14.8777777777778","Clear","clear-night"
22239,12757,"Week 12","12",16,"NULL","2014-09-14 13:00:00",0,0,"Final","Saskatchewan","ssk","0","3","0","0","NULL",4,"Hamilton","ham","6","7","7","8","NULL",6,"18135",0,1,"en","13.7222222222222","Clear","clear-day"
22241,12759,"Week 13","13",17,"NULL","2014-09-19 22:00:00",0,0,"Final","Toronto","tor","4","17","7","12","NULL",7,"BC","bc","0","9","0","14","NULL",1,"27038",0,1,"en","15.3888888888889","Clear","clear-night"
22243,12761,"Week 13","13",17,"NULL","2014-09-20 19:00:00",0,0,"Final","Edmonton","edm","0","15","0","8","NULL",3,"Hamilton","ham","0","3","7","15","NULL",6,"18135",0,1,"en","22.8888888888889","Clear","clear-day"
22245,12763,"Week 13","13",17,"NULL","2014-09-21 13:00:00",0,0,"Final","Calgary","cgy","0","8","7","0","NULL",2,"Montreal","mtl","0","15","3","13","NULL",9,"19892",0,1,"en","21.7722222222222","Clear","clear-day"
22249,12767,"Week 14","14",18,"NULL","2014-09-26 19:00:00",0,0,"Final","Montreal","mtl","0","10","2","3","NULL",9,"Ottawa","ott","0","7","0","0","NULL",65,"24317",1,1,"en","17.9333333333333","Clear","clear-night"
22251,12769,"Week 14","14",18,"NULL","2014-09-26 22:00:00",0,0,"Final","Saskatchewan","ssk","0","0","0","0","NULL",4,"Edmonton","edm","10","4","3","7","NULL",3,"42161",0,1,"en","8.56666666666667","Clear","clear-night"
22253,12771,"Week 14","14",18,"NULL","2014-09-27 18:30:00",0,0,"Final","Hamilton","ham","3","7","3","3","NULL",6,"Winnipeg","wpg","0","5","0","6","NULL",5,"28534",0,1,"en","18.5444444444444","Clear","clear-day"
22255,12773,"Week 14","14",18,"NULL","2014-09-27 21:30:00",0,0,"Final","BC","bc","7","0","0","0","NULL",1,"Calgary","cgy","0","3","8","3","NULL",2,"30214",0,1,"en","6.63333333333333","Clear","clear-night"
22257,12775,"Week 15","15",19,"NULL","2014-10-03 19:00:00",0,0,"Final","Winnipeg","wpg","10","7","3","0","NULL",5,"Ottawa","ott","7","21","11","3","NULL",65,"24242",0,1,"en","20.0722222222222","Clear","clear-night"
22259,12777,"Week 15","15",19,"NULL","2014-10-03 22:00:00",0,0,"Final","Calgary","cgy","2","7","15","7","NULL",2,"Saskatchewan","ssk","0","0","16","8","NULL",4,"33031",0,1,"en","-2.16111111111111","Partly Cloudy","partly-cloudy-night"
22261,12779,"Week 15","15",19,"NULL","2014-10-04 16:00:00",0,0,"Final","Edmonton","edm","7","14","0","11","NULL",3,"Toronto","tor","17","3","3","10","NULL",7,"16276",0,1,"en","12.3111111111111","Clear","clear-day"
22263,12781,"Week 15","15",19,"NULL","2014-10-04 19:00:00",0,0,"Final","BC","bc","10","0","7","0","NULL",1,"Hamilton","ham","0","9","3","7","NULL",6,"20125",0,1,"en","7.76666666666666","Partly Cloudy","partly-cloudy-night"
22265,12783,"Week 16","16",20,"NULL","2014-10-10 19:00:00",0,0,"Final","Hamilton","ham","10","10","10","3","NULL",6,"Toronto","tor","0","10","3","21","NULL",7,"17811",0,1,"en","10.6555555555556","Partly Cloudy","partly-cloudy-night"
22267,12785,"Week 16","16",20,"NULL","2014-10-11 22:00:00",0,0,"Final","Ottawa","ott","0","3","0","0","NULL",65,"BC","bc","3","14","10","14","NULL",1,"31217",0,1,"en","12.4","Clear","clear-night"
22269,12787,"Week 16","16",20,"NULL","2014-10-13 13:00:00",0,0,"Final","Saskatchewan","ssk","7","0","0","2","NULL",4,"Montreal","mtl","0","14","20","6","NULL",9,"23069",0,1,"en","16.9222222222222","Clear","clear-day"
22271,12789,"Week 16","16",20,"NULL","2014-10-13 16:30:00",0,0,"Final","Winnipeg","wpg","0","0","6","3","NULL",5,"Edmonton","edm","10","27","3","1","NULL",3,"28065",0,1,"en","16.2666666666667","Clear","clear-day"
22273,12791,"Week 17","17",21,"NULL","2014-10-17 19:00:00",0,0,"Final","Ottawa","ott","0","1","5","0","NULL",65,"Hamilton","ham","4","3","0","9","NULL",6,"20125",1,1,"en","15.1055555555556","Clear","clear-night"
22275,12793,"Week 17","17",21,"NULL","2014-10-18 16:00:00",0,0,"Final","Montreal","mtl","10","0","3","7","NULL",9,"Toronto","tor","3","3","0","6","NULL",7,"16834",0,1,"en","8.8","Clear","clear-day"
22277,12795,"Week 17","17",21,"NULL","2014-10-18 19:00:00",0,0,"Final","Calgary","cgy","15","1","7","10","NULL",2,"Winnipeg","wpg","3","3","10","7","NULL",5,"22320",0,1,"en","7.05555555555556","Clear","clear-night"
22279,12797,"Week 17","17",21,"NULL","2014-10-19 16:00:00",0,0,"Final","Edmonton","edm","0","4","10","10","NULL",3,"Saskatchewan","ssk","3","10","0","6","NULL",4,"32421",0,1,"en","19.1611111111111","Clear","clear-day"
22281,12799,"Week 18","18",22,"NULL","2014-10-24 18:30:00",0,0,"Final","Montreal","mtl","7","6","10","0","NULL",9,"Ottawa","ott","7","0","3","7","NULL",65,"24458",0,1,"en","12.1388888888889","Partly Cloudy","partly-cloudy-night"
22283,12801,"Week 18","18",22,"NULL","2014-10-24 21:30:00",0,0,"Final","Saskatchewan","ssk","3","17","7","0","NULL",4,"Calgary","cgy","8","7","0","25","NULL",2,"35400",0,1,"en","2.60555555555555","Clear","clear-night"
22285,12803,"Week 18","18",22,"NULL","2014-10-25 16:00:00",0,0,"Final","Hamilton","ham","0","7","14","3","NULL",6,"Toronto","tor","15","0","0","11","NULL",7,"19258",0,1,"en","15.4","Clear","clear-day"
